View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-201196-2026,BL022806,Business License,BSD-Business License,111 E Broadway SUITE 100 COLUMBIA MO 65203,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-07-05
FIRENEWBI-201141-2026,BL025788,Business License,Fire - NEW Business Inspection,308 S NINTH ST STE 106 COLUMBIA MO 65201,"Gilstrap, Christopher",12:00 AM,12:00 AM,,Construction Permit (Pass),0,2026-07-05
FIRENEWBI-201145-2026,BL025969,Business License,Fire - NEW Business Inspection,308 S NINTH ST STE 106 COLUMBIA MO 65201,"Gilstrap, Christopher",12:00 AM,12:00 AM,,Fire - Passed Inspection,0,2026-07-05
BLBI-201083-2026,BL026418,Business License,BSD-Business License,906 E BROADWAY   COLUMBIA MO 65201,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-07-05
BLBI-201229-2026,BL026422,Business License,BSD-Business License,1703 APPLE VALLEY CT COL MO 65202,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-07-05
BLDG-200668-2026,BLDC-000935-2025,Permit,BSD-Insulation,4170 BETHEL ST COLUMBIA MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Cancelled ,0,2026-07-05
PLMB-201178-2026,BLDC-003925-2026,Permit,BSD-Plumbing Groundwork,1305 GRINDSTONE PKWY STE 115 COL MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-07-05
ACRT-201176-2026,BLDC-004424-2024,Permit,Accessible Route Certification,4109 LEDGER DR COLUMBIA MO 65201,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-05
FLT-201264-2026,BLDC-004434-2024,Permit,BSD-Lighting Controls Functional Testing,4005 STATE FARM PKWY COLUMBIA MO 65201,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-05
BLDG-201202-2026,BLDC-005589-2025,Permit,BSD-Footing,5903 N TOWER DR COL MO 65202,"Lichty, Curtis",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-07-05
BLDG-201164-2026,BLDC-005589-2025,Permit,BSD-Footing,5903 N TOWER DR COL MO 65202,"Lichty, Curtis",08:00 AM,08:00 AM,,Cancelled ,0,2026-07-05
FSIR-201266-2026,BLDC-005894-2025,Permit,Final Special Inspection Report,5420 CLARK LN COLUMBIA MO 65202,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-05
SITE-201138-2026,BLDC-005894-2025,Permit,BSD-Sidewalk (Commercial),5420 CLARK LN COLUMBIA MO 65202,"Price, Bud",08:00 AM,08:00 AM,,Cancelled ,0,2026-07-05
ACRT-201180-2026,BLDC-005894-2025,Permit,Accessible Route Certification,5420 CLARK LN COLUMBIA MO 65202,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-05
