View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-200940-2026,BL003798,Business License,BSD-Business License,3622 ENDEAVOR AVE STE 117 COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-30
BLDG-200945-2026,BLDC-001320-2026,Permit,BSD-Insulation,3801 MILLER DR COL MO 65201,"Hombs, Josh",10:57 AM,10:57 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200929-2026,BLDC-001320-2026,Permit,BSD-Framing and Rough In's,3801 MILLER DR COL MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
ELEC-200952-2026,BLDC-001542-2026,Permit,BSD-Electrical Tag,4600 STELLAR DR COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
BLDG-200697-2026,BLDC-001619-2026,Permit,BSD-Footing,1110 PEBBLES PKWY COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-06-30
BLDG-200874-2026,BLDC-001801-2026,Permit,BSD-Insulation,2400 CRABAPPLE LN COLUMBIA MO 65203,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200913-2026,BLDC-001855-2024,Permit,BSD-Final (Building and Trades),612 PARK AVE COL MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-30
BLDG-200938-2026,BLDC-001869-2026,Permit,BSD-Footing,3900 MOJAVE CT COL MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-30
FFNL-201002-2026,BLDC-002228-2026,Permit,Fire Final (Building),2910 TRIMBLE RD STE 103 COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-30
FIRE-PIPE-201003-2026,BLDC-002228-2026,Permit,Fire - Sprinkler System Piping Inspection,2910 TRIMBLE RD STE 103 COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-30
FFNL-201001-2026,BLDC-003233-2025,Permit,Fire Final (Building),901 RICHMOND AVE   COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Re-inspection required,0,2026-06-30
BLDG-200499-2026,BLDC-003566-2026,Permit,BSD-Footing,5801 ARBOR POINTE PKWY COL MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-30
BLDG-200921-2026,BLDC-004424-2024,Permit,BSD-Final (Building and Trades),4109 LEDGER DR COLUMBIA MO 65201,"Brown, Daryl",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-30
PLMB-200862-2026,BLDC-005661-2025,Permit,BSD-Plumbing Groundwork,500 DAYSPRING DR COLUMBIA MO 65203,"Lichty, Curtis",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-06-30
FLT-200943-2026,BLDC-005894-2025,Permit,BSD-Lighting Controls Functional Testing,5420 CLARK LN COLUMBIA MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200835-2026,BLDR-000176-2026,Permit,BSD-Framing and Rough In's,407 DUNCAN ST APT ADU COLUMBIA MO 65203,"Lichty, Curtis",01:00 AM,01:00 AM,,Re-inspection required (with fee),0,2026-06-30
BLDG-200837-2026,BLDR-001701-2026,Permit,BSD-Framing and Rough In's,801 BROCKTON DR COLUMBIA MO 65201,"Hazlett, Harlan",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200838-2026,BLDR-001701-2026,Permit,BSD-Insulation,801 BROCKTON DR COLUMBIA MO 65201,"Hazlett, Harlan",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200960-2026,BLDR-002024-2026,Permit,BSD-Framing and Rough In's,7501 FILLINGHAM CT COL MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
BLDG-200961-2026,BLDR-002024-2026,Permit,BSD-Insulation,7501 FILLINGHAM CT COL MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Re-inspection required (with fee),0,2026-06-30
PLMB-200965-2026,BLDR-002045-2026,Permit,BSD-Plumbing Groundwork,2609 MISTY FLOWER DR COLUMBIA MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
PLMB-200964-2026,BLDR-002045-2026,Permit,BSD-Plumbing Sewer Lateral,2609 MISTY FLOWER DR COLUMBIA MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
SITE-200920-2026,BLDR-002382-2025,Permit,BSD-Yard Final (Residential),6109 PORTRUSH DR COLUMBIA MO 65201,"Nunley, Louis",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-30
BLDG-200912-2026,BLDR-003227-2026,Permit,BSD-Framing and Rough In's,715 SOUTH CEDAR LAKE CT COL MO 65203,"Lichty, Curtis",08:13 AM,08:13 AM,,Passed Permit Inspection,0,2026-06-30
ELEC-200911-2026,BLDR-003390-2026,Permit,BSD-Electrical Tag,5705 KESTREL LOOP COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
BLDG-200910-2026,BLDR-003390-2026,Permit,BSD-Framing and Rough In's,5705 KESTREL LOOP COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-30
BLDG-200891-2026,BLDR-003687-2026,Permit,BSD-Insulation,5932 KESTREL LOOP COLUMBIA MO 65202,"Hazlett, Harlan",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-30
BLDG-200890-2026,BLDR-003687-2026,Permit,BSD-Framing and Rough In's,5932 KESTREL LOOP COLUMBIA MO 65202,"Hazlett, Harlan",08:00 AM,08:00 AM,,Re-inspection required (with fee),0,2026-06-30
BLDG-200914-2026,BLDR-004065-2026,Permit,BSD-Footing,717 ELLA DR COL MO 65202,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
BLDG-200915-2026,BLDR-004066-2026,Permit,BSD-Footing,721 ELLA DR COL MO 65202,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-30
SITE-200947-2026,BLDR-004272-2025,Permit,BSD-Sidewalk (Residential),7509 BIDDLESTONE CT COLUMBIA MO 65203,"Allen, Cody",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-30
SITE-200946-2026,BLDR-004285-2025,Permit,BSD-Sidewalk (Residential),7512 BIDDLESTONE CT COLUMBIA MO 65203,"Allen, Cody",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-30
BLDG-200852-2026,BLDR-004380-2026,Permit,BSD-Footing,1300 STONEHAVEN RD COL MO 65203,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-30
