View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-196622-2026,BL021578,Business License,BSD-Business License,201 W BROADWAY BLDG 3 COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-08
BLBI-196689-2026,BL025882,Business License,BSD-Business License,1400 FORUM BLVD STE 9 COL MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-08
ELEC-196701-2026,BLDC-000884-2026,Permit,BSD-Electrical Groundwork,3401 BUTTONWOOD DR COLUMBIA MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-05-08
FFNL-196771-2026,BLDC-000987-2026,Permit,Fire Final (Building),2200 FORUM BLVD STE 107 COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-08
FIRE-FIXED-196772-2026,BLDC-000987-2026,Permit,Fire - Fixed Extinguishing System Acceptance Test,2200 FORUM BLVD STE 107 COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
LCRT-196672-2026,BLDC-001216-2025,Permit,Exterior Lighting Compliance Certification,4701 BOLLARD RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
PLMB-196741-2026,BLDC-001320-2026,Permit,BSD-Plumbing Groundwork,3801 MILLER DR COL MO 65201,"Tiffany, Andy",12:00 AM,12:00 AM,,Partial Pass Permit Inspection,0,2026-05-08
BLDG-196633-2026,BLDC-001619-2026,Permit,BSD-Footing,1110 PEBBLES PKWY COLUMBIA MO 65201,"Hazlett, Harlan",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-05-08
PLMB-196667-2026,BLDC-001801-2026,Permit,BSD-Plumbing Groundwork,2400 CRABAPPLE LN COLUMBIA MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-08
BLDG-196674-2026,BLDC-001979-2024,Permit,BSD-Final (Building and Trades),5400 SINCLAIR RD COLUMBIA MO 65203,"Brown, Daryl",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-08
FSIR-196717-2026,BLDC-002139-2026,Permit,Final Special Inspection Report,4800 PARIS RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
BLDG-196720-2026,BLDC-002139-2026,Permit,BSD-Final (Building and Trades),4800 PARIS RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
BLDG-196665-2026,BLDC-002681-2026,Permit,BSD-Framing and Rough In's,904 ELM ST STE 208 COL MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-08
PCR-196670-2026,BLDC-003530-2025,Permit,BSD-Preliminary Commissioning Report,4800 PARIS RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
FLT-196669-2026,BLDC-003530-2025,Permit,BSD-Lighting Controls Functional Testing,4800 PARIS RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
BLDG-196668-2026,BLDC-003530-2025,Permit,BSD-Final (Building and Trades),4800 PARIS RD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
FIRE-SFA-196737-2026,BLDC-003596-2024,Permit,Fire - Sprinkler Flow and Alarm Testing,1304 BOWLING ST COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-08
FFNL-196740-2026,BLDC-003596-2024,Permit,Fire Final (Building),1304 BOWLING ST COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-08
FIRE-PIPE-196738-2026,BLDC-003596-2024,Permit,Fire - Sprinkler System Piping Inspection,1304 BOWLING ST COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-08
FIRE-FA-196736-2026,BLDC-003596-2024,Permit,Fire - Alarm Acceptance Testing,1304 BOWLING ST COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-08
