View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
FIRENEWBI-196621-2026,BL021578,Business License,Fire - NEW Business Inspection,201 W BROADWAY BLDG 3 COLUMBIA MO 65203,"Wright, Colin",12:00 AM,12:00 AM,,Scheduled,0,2026-05-12
FIRENEWBI-196752-2026,BL026010,Business License,Fire - NEW Business Inspection,201 W BROADWAY STE 3C COLUMBIA MO 65203,"Wright, Colin",12:00 AM,12:00 AM,,Scheduled,0,2026-05-12
BLBI-196970-2026,BL026209,Business License,BSD-Business License,200 E SOUTHAMPTON COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-12
FFNL-196932-2026,BLDC-000193-2026,Permit,Fire Final (Building),2800 PARIS RD   COLUMBIA MO 65202,"McGruder, Shawn",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-12
BLDG-196884-2026,BLDC-000519-2026,Permit,BSD-Final (Building and Trades),1402 HATHMAN PL STE 100 COL MO 65201,"Lichty, Curtis",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-12
ELEC-196938-2026,BLDC-000935-2025,Permit,BSD-Electrical Tag,4170 BETHEL ST COLUMBIA MO 65203,"Hombs, Josh",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-05-12
BLDG-196895-2026,BLDC-000935-2025,Permit,BSD-Framing and Rough In's,4170 BETHEL ST COLUMBIA MO 65203,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
BLDG-196899-2026,BLDC-001637-2024,Permit,BSD-Final (Building and Trades),1751 W ASH ST   COLUMBIA MO 65203,"Hazlett, Harlan",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-12
BLDG-196929-2026,BLDC-004631-2023,Permit,BSD-Final (Building and Trades),2620 N STADIUM BLVD COL MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-12
BLDG-196950-2026,BLDC-004766-2025,Permit,BSD-Footing,2529 N STADIUM BLVD COL MO 65202,"Tiffany, Andy",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-05-12
FGAS-196994-2026,BLDC-005453-2025,Permit,BSD-Fuel Gas Pressure,1917 W ASH ST   COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
FGAS-196995-2026,BLDC-005453-2025,Permit,BSD-Fuel Gas Tag,1917 W ASH ST   COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
BLDG-196930-2026,BLDC-006422-2025,Permit,BSD-Final (Building and Trades),608 CHERRY ST COL MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-12
SITE-196990-2026,BLDR-000334-2025,Permit,BSD-Yard Final (Residential),1800 WES MILLIGAN LN COL MO 65201,"Nunley, Louis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
FGAS-196789-2026,BLDR-000586-2026,Permit,BSD-Fuel Gas Tag,205 WALTON HEATH DR COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-12
BLDG-196792-2026,BLDR-000586-2026,Permit,BSD-Framing and Rough In's,205 WALTON HEATH DR COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
FGAS-196790-2026,BLDR-000586-2026,Permit,BSD-Fuel Gas Pressure,205 WALTON HEATH DR COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-12
ELEC-196791-2026,BLDR-000586-2026,Permit,BSD-Electrical Tag,205 WALTON HEATH DR COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
BLDG-196788-2026,BLDR-000712-2026,Permit,BSD-Framing and Rough In's,1020 SPYGLASS CT COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Re-inspection required (with fee),0,2026-05-12
ELEC-196787-2026,BLDR-000712-2026,Permit,BSD-Electrical Tag,1020 SPYGLASS CT COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
SITE-196940-2026,BLDR-000714-2026,Permit,BSD-Driveway (Residential),6008 KESTREL LOOP COLUMBIA MO 65202,"Price, Bud",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
SITE-196942-2026,BLDR-000847-2026,Permit,BSD-Driveway (Residential),2828 MISTY FLOWER DR COLUMBIA MO 65203,"Nunley, Louis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
SITE-196984-2026,BLDR-000855-2026,Permit,BSD-Sidewalk (Residential),3301 MILAN DR COL MO 65202,"Price, Bud",11:04 AM,11:04 AM,,Passed Permit Inspection,0,2026-05-12
SITE-196941-2026,BLDR-000996-2026,Permit,BSD-Driveway (Residential),5708 KESTREL LOOP COLUMBIA MO 65202,"Price, Bud",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
SITE-196879-2026,BLDR-001202-2026,Permit,BSD-Driveway (Residential),6508 BURNHILL DR COL MO 65201,"Nunley, Louis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
SITE-196878-2026,BLDR-001202-2026,Permit,BSD-Sidewalk (Residential),6508 BURNHILL DR COL MO 65201,"Nunley, Louis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-12
SITE-196939-2026,BLDR-001249-2026,Permit,BSD-Driveway (Residential),2806 MISTY FLOWER DR COLUMBIA MO 65203,"Nunley, Louis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-12
