View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
ELEC-201736-2026,ELEC-005006-2026,Permit,BSD-Electrical Tag,1000 I-70 DRIVE SOUTHWEST UTL COLUMBIA MO 65203,"Lichty, Curtis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-07-12
ELEC-201647-2026,ELEC-005014-2026,Permit,BSD-Electrical Final,1602 S OLD 63 SHOP COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-07-12
ELEC-201646-2026,ELEC-005014-2026,Permit,BSD-Electrical Tag,1602 S OLD 63 SHOP COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-07-12
ELEC-201858-2026,ELEC-005043-2026,Permit,BSD-Electrical Tag,405 BREWER DR COL MO 65203,"Lichty, Curtis",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-12
ELEC-201828-2026,ELEC-005045-2026,Permit,BSD-Electrical Tag,11 DUNDEE DR COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-07-12
ONSHNI-201831-2026,OHN-059273-2026,Code Case,ONS - Health Nuisance Inspection,3709 WAYSIDE DR COLUMBIA MO 65202,"McClintic, Jason",12:00 PM,12:00 PM,,Passed Code Inspection,0,2026-07-12
1STINSP-201911-2026,OHN-059607-2026,Code Case,ONS - Initial Inspection,309 N FIFTH ST COLUMBIA MO 65201,"Perkins, Marsha",09:24 AM,09:24 AM,,In Violation,0,2026-07-12
1STINSP-201913-2026,OHN-059610-2026,Code Case,ONS - Initial Inspection,410 N FIFTH ST   COLUMBIA MO 65201,"Perkins, Marsha",09:29 AM,09:29 AM,,In Violation,0,2026-07-12
1STINSP-201883-2026,OHN-059752-2026,Code Case,ONS - Initial Inspection,4820 STAYTON FERRY LOOP COLUMBIA MO 65201,"Perkins, Marsha",02:26 PM,02:26 PM,,In Violation,0,2026-07-12
1STINSP-201840-2026,OHN-059771-2026,Code Case,ONS - Initial Inspection,4501 HOCKADAY PL COLUMBIA MO 65202,"McClintic, Jason",12:26 PM,12:26 PM,,In Violation,0,2026-07-12
1STINSP-201842-2026,OHN-059779-2026,Code Case,ONS - Initial Inspection,3902 BENT OAK DR COLUMBIA MO 65203,"McClintic, Jason",12:51 PM,12:51 PM,,In Violation,0,2026-07-12
1STINSP-201926-2026,OHN-059834-2026,Code Case,ONS - Initial Inspection,2209 OAKWOOD DR APT 201 COLUMBIA MO 65201,"Perkins, Marsha",08:26 PM,08:26 PM,,In Violation,0,2026-07-12
ILRINSP-201782-2026,OILER-059753-2026,Code Case,ONS - Possible Illegal Rental ,513 N OLD 63 COLUMBIA MO 65201,"Millard, Rachelle",06:00 AM,06:00 AM,,In Violation,0,2026-07-12
ONSINSPECT-201779-2026,OLM-059184-2026,Code Case,ONS - Inspection,813 W WORLEY ST COLUMBIA MO 65203,"Fuelling, Quentin",04:27 PM,04:27 PM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201945-2026,OLM-059250-2026,Code Case,ONS - Inspection,1504 HINKSON AVE COLUMBIA MO 65201,"Perkins, Marsha",11:10 AM,11:10 AM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201832-2026,OLM-059288-2026,Code Case,ONS - Inspection,3709 WAYSIDE DR COLUMBIA MO 65202,"McClintic, Jason",12:02 PM,12:02 PM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201834-2026,OLM-059381-2026,Code Case,ONS - Inspection,4306 DERBY RIDGE DR COLUMBIA MO 65202,"McClintic, Jason",12:06 PM,12:06 PM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201833-2026,OLM-059566-2026,Code Case,ONS - Inspection,2601 N STADIUM BLVD COLUMBIA MO 65202,"McClintic, Jason",12:05 PM,12:05 PM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201246-2026,OLM-059591-2026,Code Case,ONS - Inspection,123 ANDERSON AVE COLUMBIA MO 65203,"Fuelling, Quentin",12:50 PM,12:50 PM,,Passed Code Inspection,0,2026-07-12
ONSINSPECT-201249-2026,OLM-059594-2026,Code Case,ONS - Inspection,509 BANKS AVE COLUMBIA MO 65203,"Fuelling, Quentin",01:11 PM,01:11 PM,,In Violation,0,2026-07-12
1STINSP-201843-2026,OLM-059788-2026,Code Case,ONS - Initial Inspection,607 BANKS AVE COLUMBIA MO 65203,"Fuelling, Quentin",12:51 PM,12:51 PM,,In Violation,0,2026-07-12
1STINSP-201846-2026,OLM-059789-2026,Code Case,ONS - Initial Inspection,609 BANKS AVE   COLUMBIA MO 65203,"Fuelling, Quentin",12:55 PM,12:55 PM,,In Violation,0,2026-07-12
1STINSP-201852-2026,OLM-059790-2026,Code Case,ONS - Initial Inspection,603 MCBAINE AVE COLUMBIA MO 65203,"Fuelling, Quentin",01:05 PM,01:05 PM,,In Violation,0,2026-07-12
1STINSP-201856-2026,OLM-059791-2026,Code Case,ONS - Initial Inspection,605 MCBAINE AVE COLUMBIA MO 65203,"Fuelling, Quentin",01:11 PM,01:11 PM,,In Violation,0,2026-07-12
1STINSP-201861-2026,OLM-059793-2026,Code Case,ONS - Initial Inspection,512 MCBAINE AVE DEMO   COLUMBIA MO 65203,"Fuelling, Quentin",01:18 PM,01:18 PM,,In Violation,0,2026-07-12
1STINSP-201868-2026,OLM-059795-2026,Code Case,ONS - Initial Inspection,5460 E TETON DR   COLUMBIA MO 65201,"Fuelling, Quentin",01:26 PM,01:26 PM,,In Violation,0,2026-07-12
1STINSP-201871-2026,OLM-059796-2026,Code Case,ONS - Initial Inspection,1009 MADISON ST COLUMBIA MO 65203,"Fuelling, Quentin",01:36 PM,01:36 PM,,In Violation,0,2026-07-12
1STINSP-201876-2026,OLM-059798-2026,Code Case,ONS - Initial Inspection,1908 CREASY SPRINGS RD COLUMBIA MO 65202,"Fuelling, Quentin",01:39 PM,01:39 PM,,In Violation,0,2026-07-12
1STINSP-201878-2026,OLM-059799-2026,Code Case,ONS - Initial Inspection,2010 BRIDGEWATER DR COLUMBIA MO 65202,"Fuelling, Quentin",01:44 PM,01:44 PM,,In Violation,0,2026-07-12
1STINSP-201886-2026,OLM-059802-2026,Code Case,ONS - Initial Inspection,4820 STAYTON FERRY LOOP COLUMBIA MO 65201,"Perkins, Marsha",02:29 PM,02:29 PM,,In Violation,0,2026-07-12
1STINSP-201906-2026,OLM-059818-2026,Code Case,ONS - Initial Inspection,4709 STAYTON FERRY LOOP COLUMBIA MO 65201,"Perkins, Marsha",08:42 AM,08:42 AM,,In Violation,0,2026-07-12
1STINSP-201907-2026,OLM-059821-2026,Code Case,ONS - Initial Inspection,4809 HOYLAKE CIR COLUMBIA MO 65201,"Perkins, Marsha",08:51 AM,08:51 AM,,In Violation,0,2026-07-12
1STINSP-201917-2026,OLM-059829-2026,Code Case,ONS - Initial Inspection,4817 HOYLAKE CIR COLUMBIA MO 65201,"Perkins, Marsha",09:45 AM,09:45 AM,,In Violation,0,2026-07-12
1STINSP-201919-2026,OLM-059830-2026,Code Case,ONS - Initial Inspection,4821 HOYLAKE CIR COLUMBIA MO 65201,"Perkins, Marsha",09:50 AM,09:50 AM,,In Violation,0,2026-07-12
1STINSP-201925-2026,OLM-059832-2026,Code Case,ONS - Initial Inspection,715 N ANN ST COLUMBIA MO 65201,"Perkins, Marsha",10:18 AM,10:18 AM,,Passed Code Inspection,0,2026-07-12
1STINSP-201931-2026,OLM-059835-2026,Code Case,ONS - Initial Inspection,509 N ANN ST COLUMBIA MO 65201,"Perkins, Marsha",10:37 AM,10:37 AM,,In Violation,0,2026-07-12
1STINSP-201934-2026,OLM-059836-2026,Code Case,ONS - Initial Inspection,507 N WILLIAM ST COLUMBIA MO 65201,"Perkins, Marsha",10:41 AM,10:41 AM,,In Violation,0,2026-07-12
RTINSP-199509-2026,ONS008949,Business License,ONS - Rental Housing,2211 SHEPARD BLVD   COLUMBIA MO 65201,"Friesz, Adam",01:00 PM,01:00 PM,,ONS - RH Re-inspection,0,2026-07-12
RTINSP-197200-2026,ONS010907,Business License,ONS - Rental Housing,217 W BROADWAY BLDG A COLUMBIA MO 65203,"Stark, James",01:00 PM,01:00 PM,,Passed-Rental,0,2026-07-12
RTINSP-196362-2026,ONS011285,Business License,ONS - Rental Housing,1307 WILSON AVE COLUMBIA MO 65201,"Friesz, Adam",10:00 AM,10:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-194890-2026,ONS011556,Business License,ONS - Rental Housing,3712 W BROADWAY   COLUMBIA MO 65203,"Friesz, Adam",09:00 AM,09:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-200529-2026,ONS011950,Business License,ONS - Rental Housing,16 E STEWART RD   COLUMBIA MO 65203,"Brockhouse, David",09:00 AM,09:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-200530-2026,ONS012028,Business License,ONS - Rental Housing,901 AGAIN ST   COLUMBIA MO 65203,"Stark, James",02:00 PM,02:00 PM,,Passed-Rental,0,2026-07-12
RTINSP-200186-2026,ONS012244,Business License,ONS - Rental Housing,2304 HOLLYHOCK CT   COLUMBIA MO 65202,"Friesz, Adam",03:00 AM,03:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-200193-2026,ONS012488,Business License,ONS - Rental Housing,2409 HOLLYHOCK DR   COLUMBIA MO 65202,"Friesz, Adam",03:00 AM,03:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-200686-2026,ONS012619,Business License,ONS - Rental Housing,213 WILLOW WAY   COLUMBIA MO 65201,"Millard, Rachelle",11:15 AM,11:15 AM,,Passed-Rental,0,2026-07-12
RTINSP-200663-2026,ONS013455,Business License,ONS - Rental Housing,107 HUBBELL DR   COLUMBIA MO 65201,"Millard, Rachelle",10:00 AM,10:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-199512-2026,ONS017120,Business License,ONS - Rental Housing,1516 CITADEL DR   COLUMBIA MO 65202,"Friesz, Adam",02:30 PM,02:30 PM,,ONS - RH Re-inspection,0,2026-07-12
RTINSP-200538-2026,ONS021118,Business License,ONS - Rental Housing,24 BLUE RIDGE RD   COLUMBIA MO 65202,"Millard, Rachelle",01:00 PM,01:00 PM,,Passed-Rental,0,2026-07-12
RTINSP-203010-2026,ONS021383,Business License,ONS - Rental Housing,919 SONDRA AVE COLUMBIA MO 65202,"Brockhouse, David",01:00 PM,01:00 PM,,Scheduled,0,2026-07-12
RTINSP-199510-2026,ONS025290,Business License,ONS - Rental Housing,2910 MEXICO GRAVEL RD COLUMBIA MO 65202,"Friesz, Adam",01:45 PM,01:45 PM,,ONS - RH Re-inspection,0,2026-07-12
RTINSP-199962-2026,ONS026302,Business License,ONS - Rental Housing,305 PORT WAY COLUMBIA MO 65201,"Millard, Rachelle",09:00 AM,09:00 AM,,Passed-Rental,0,2026-07-12
RTINSP-200880-2026,ONS026393,Business License,ONS - Rental Housing,421 NORTH VILLAGE CIR COLUMBIA MO 65203,"Stark, James",11:30 AM,11:30 AM,,Passed-Rental,0,2026-07-12
RTINSP-201177-2026,ONS026427,Business License,ONS - Rental Housing,207 MAPLEWOOD DR COLUMBIA MO 65203,"Brockhouse, David",01:00 PM,01:00 PM,,Passed-Rental,0,2026-07-12
ONSHNI-200203-2026,ONVPR-058727-2026,Code Case,ONS - Health Nuisance Inspection,8 CLINTON DR COLUMBIA MO 65203,"Frank, Lisa",12:35 PM,12:35 PM,,Scheduled,0,2026-07-12
1STINSP-201848-2026,ONVPR-059769-2026,Code Case,ONS - Initial Inspection,1906 GARDEN DR COLUMBIA MO 65202,"McClintic, Jason",05:58 PM,05:58 PM,,In Violation,0,2026-07-12
1STINSP-201498-2026,ORC-059505-2026,Code Case,ONS - Initial Inspection,1616 UNIVERSITY AVE COLUMBIA MO 65201,"Stark, James",10:00 AM,10:00 AM,,In Violation,0,2026-07-12
1STINSP-201835-2026,OSSV-058538-2026,Code Case,ONS - Initial Inspection,4306 DERBY RIDGE DR COLUMBIA MO 65202,"McClintic, Jason",12:10 PM,12:10 PM,,In Violation,0,2026-07-12
1STINSP-201859-2026,OSSV-059792-2026,Code Case,ONS - Initial Inspection,1 KIPLING WAY COLUMBIA MO 65201,"Perkins, Marsha",01:14 PM,01:14 PM,,In Violation,0,2026-07-12
ONSINSPECT-201804-2026,OTOE-058976-2026,Code Case,ONS - Inspection,802 HIRTH AVE COLUMBIA MO 65203,"McClintic, Jason",10:17 AM,10:17 AM,,Passed Code Inspection,0,2026-07-12
1STINSP-201824-2026,OTOE-059781-2026,Code Case,ONS - Initial Inspection,2812 LEEWAY DR APT 102 COLUMBIA MO 65202,"Cagle, Joseph",11:24 AM,11:24 AM,,In Violation,0,2026-07-12
1STINSP-201826-2026,OTOE-059782-2026,Code Case,ONS - Initial Inspection,2904 LEEWAY DR COLUMBIA MO 65202,"Cagle, Joseph",11:36 AM,11:36 AM,,In Violation,0,2026-07-12
1STINSP-201863-2026,OTOE-059794-2026,Code Case,ONS - Initial Inspection,1502 FIR PL COLUMBIA MO 65201,"Cagle, Joseph",01:20 PM,01:20 PM,,In Violation,0,2026-07-12
1STINSP-201873-2026,OTOE-059797-2026,Code Case,ONS - Initial Inspection,4500 OAK VIEW DR   COLUMBIA MO 65202,"Cagle, Joseph",01:37 PM,01:37 PM,,In Violation,0,2026-07-12
1STINSP-201888-2026,OTOE-059803-2026,Code Case,ONS - Initial Inspection,1623 HIGH QUEST CIR COLUMBIA MO 65202,"Cagle, Joseph",02:32 PM,02:32 PM,,In Violation,0,2026-07-12
ONSINSPECT-201096-2026,OZPARK-059518-2026,Code Case,ONS - Inspection,4 E WORLEY ST COLUMBIA MO 65203,"Frank, Lisa",10:43 AM,10:43 AM,,Passed Code Inspection,0,2026-07-12
ROW-200315-2026,ROW-004014-2026,Permit,ROW-Construction Inspection,5622 GEYSER BLVD COL MO 65202,"Price, Bud",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-07-12
