View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
FIRENEWBI-196282-2026,BL026158,Business License,Fire - NEW Business Inspection,601 E BUSINESS LOOP 70 STE C COLUMBIA MO 65201,"Gilstrap, Christopher",01:30 PM,01:30 PM,,Scheduled,0,2026-05-07
BLDG-196547-2026,BLDC-000193-2026,Permit,BSD-Final (Building and Trades),2800 PARIS RD   COLUMBIA MO 65202,"Tiffany, Andy",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-07
FFNL-196660-2026,BLDC-000366-2026,Permit,Fire Final (Building),4200 MERCHANT ST APT 301 COLUMBIA MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-07
FFNL-196522-2026,BLDC-000366-2026,Permit,Fire Final (Building),4200 MERCHANT ST APT 301 COLUMBIA MO 65203,"RIGGS, STEVEN",02:30 PM,02:30 PM,,Re-inspection required,0,2026-05-07
BLDG-196560-2026,BLDC-001216-2025,Permit,BSD-Final (Building and Trades),4701 BOLLARD RD COL MO 65202,"Brown, Daryl",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-07
PLMB-196642-2026,BLDC-001320-2026,Permit,BSD-Plumbing Groundwork,3801 MILLER DR COL MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Partial Pass Permit Inspection,0,2026-05-07
BLDG-196568-2026,BLDC-001979-2024,Permit,BSD-Footing,5400 SINCLAIR RD COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-07
BLDG-196569-2026,BLDC-001979-2024,Permit,BSD-Framing and Rough In's,5400 SINCLAIR RD COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-07
FSIR-196567-2026,BLDC-001979-2024,Permit,Final Special Inspection Report,5400 SINCLAIR RD COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-07
PLMB-196570-2026,BLDC-001979-2024,Permit,BSD-Plumbing Sewer Lateral,5400 SINCLAIR RD COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-05-07
BLDG-196495-2026,BLDC-002126-2026,Permit,BSD-Framing and Rough In's,201 N STADIUM BLVD STE 105 COLUMBIA MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-05-07
