View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
FIRENEWBI-198277-2026,BL026065,Business License,Fire - NEW Business Inspection,409 VANDIVER DR STE 6103 COLUMBIA MO 65202,"Gilstrap, Christopher",12:00 AM,12:00 AM,,Scheduled,0,2026-06-04
BLDG-198730-2026,BLDC-001619-2026,Permit,BSD-Footing,1110 PEBBLES PKWY COLUMBIA MO 65201,"Hazlett, Harlan",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-06-04
BLDG-198961-2026,BLDC-001624-2024,Permit,BSD-Insulation,400 PARK AVE COL MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
BLDG-198941-2026,BLDC-002068-2026,Permit,BSD-Footing,2601 RANGE LINE ST STE 113 COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-04
PLMB-198990-2026,BLDC-002068-2026,Permit,BSD-Plumbing Groundwork,2601 RANGE LINE ST STE 113 COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,12:00 AM,,Partial Pass Permit Inspection,0,2026-06-04
BLDG-198967-2026,BLDC-002068-2026,Permit,BSD-Footing,2601 RANGE LINE ST STE 113 COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-04
BLDG-198909-2026,BLDC-003233-2025,Permit,BSD-Framing and Rough In's,901 RICHMOND AVE   COLUMBIA MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
ACI-198910-2026,BLDC-003233-2025,Permit,BSD-Above Ceiling Inspection,901 RICHMOND AVE   COLUMBIA MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
BLDG-198954-2026,BLDC-004430-2024,Permit,BSD-Footing,4111 LEDGER DR GAR COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
BLDG-198945-2026,BLDR-001769-2026,Permit,BSD-Deck Piers,400 SPRING VALLEY RD COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
PLMB-198972-2026,BLDR-001776-2026,Permit,BSD-Plumbing Groundwork,1102 COATS ST APT 103 COLUMBIA MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
PLMB-198973-2026,BLDR-001777-2026,Permit,BSD-Plumbing Groundwork,1102 COATS ST APT 104 COLUMBIA MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
PLMB-198974-2026,BLDR-001778-2026,Permit,BSD-Plumbing Groundwork,1102 COATS ST APT 105 COLUMBIA MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
PLMB-198975-2026,BLDR-001779-2026,Permit,BSD-Plumbing Groundwork,1102 COATS ST APT 106 COLUMBIA MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-04
FGAS-198886-2026,BLDR-002272-2026,Permit,BSD-Fuel Gas Tag,4605 RIA ST COLUMBIA MO 65202,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-04
BLDG-198885-2026,BLDR-002272-2026,Permit,BSD-Framing and Rough In's,4605 RIA ST COLUMBIA MO 65202,"Hombs, Josh",08:00 AM,08:00 AM,,Re-inspection required,0,2026-06-04
FGAS-198887-2026,BLDR-002272-2026,Permit,BSD-Fuel Gas Pressure,4605 RIA ST COLUMBIA MO 65202,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-04
