View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-196750-2026,BL026010,Business License,BSD-Business License,201 W BROADWAY STE 3C COLUMBIA MO 65203,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-11
BLBI-196802-2026,BL026201,Business License,BSD-Business License,2024 CHERRY HILL DR STE 201 COLUMBIA MO 65203,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-11
BLBI-196799-2026,BL026205,Business License,BSD-Business License,3452 W Western Ct CT Springfield MO 65810,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-11
PLMB-196748-2026,BLDC-001801-2026,Permit,BSD-Plumbing Sewer Lateral,2400 CRABAPPLE LN COLUMBIA MO 65203,"Lichty, Curtis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-05-11
BLDG-196820-2026,BLDC-004423-2024,Permit,BSD-Framing and Rough In's,4105 LEDGER DR COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-05-11
BLDG-196749-2026,BLDC-004766-2025,Permit,BSD-Footing,2529 N STADIUM BLVD COL MO 65202,"Tiffany, Andy",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-05-11
SITE-196815-2026,BLDR-000618-2026,Permit,BSD-Sidewalk (Residential),3517 JAGGED LEAF DR COLUMBIA MO 65202,"Nunley, Louis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-11
BLDG-196773-2026,BLDR-000856-2026,Permit,BSD-Residential Final (Building and Trades),3305 MILAN DR COL MO 65202,"Tiffany, Andy",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-11
SITE-196808-2026,BLDR-001279-2026,Permit,BSD-Sidewalk (Residential),5201 WHISPER DR COLUMBIA MO 65203,"Allen, Cody",09:48 AM,09:48 AM,,Partial Pass Permit Inspection,0,2026-05-11
SITE-196809-2026,BLDR-001279-2026,Permit,BSD-Driveway (Residential),5201 WHISPER DR COLUMBIA MO 65203,"Allen, Cody",09:48 AM,09:48 AM,,Passed Permit Inspection,0,2026-05-11
