View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-195655-2026,BL003312,Business License,BSD-Business License,1906 CORONA RD COLUMBIA MO 65203,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-04-27
BLBI-195669-2026,BL026116,Business License,BSD-Business License,3501 NEW HAVEN RD LOT 110 COLUMBIA MO 65201,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-04-27
BLBI-195666-2026,BL026117,Business License,BSD-Business License,3605 S PROVIDENCE RD STE 6 COLUMBIA MO 65203,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Business License,0,2026-04-27
BLDG-195683-2026,BLDC-000180-2026,Permit,BSD-Final (Building and Trades),725 SCOTT BLVD STE 102 COL MO 65203,"Hombs, Josh",01:00 PM,01:00 PM,,Re-inspection required,0,2026-04-27
SITE-195739-2026,BLDC-003530-2025,Permit,BSD-Yard Final (Commercial),4800 PARIS RD COL MO 65202,"Price, Bud",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-04-27
ACI-195657-2026,BLDC-003596-2024,Permit,BSD-Above Ceiling Inspection,1304 BOWLING ST COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
SITE-195651-2026,BLDC-004654-2024,Permit,BSD-Yard Final (Commercial),3901 S BRUSHWOOD LAKE RD   COLUMBIA MO 65203,"Nunley, Louis",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-04-27
BLDG-195648-2026,BLDC-005045-2025,Permit,BSD-Final (Building and Trades),3211 CLARK LN COL MO 65202,"Hazlett, Harlan",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
BLDG-195703-2026,BLDC-005301-2025,Permit,BSD-Framing and Rough In's,1 S KEENE ST STE 101 COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-04-27
BLDG-195715-2026,BLDC-005646-2025,Permit,BSD-Insulation,3711 DISCOVERY PKWY SHED COLUMBIA MO 65201,"Hazlett, Harlan",10:49 AM,10:49 AM,,Passed Permit Inspection,0,2026-04-27
BLDG-195736-2026,BLDR-000051-2026,Permit,BSD-Residential Final (Building and Trades),5737 KESTREL LOOP COLUMBIA MO 65202,"Hazlett, Harlan",01:00 PM,01:00 PM,,Re-inspection required,0,2026-04-27
SITE-195685-2026,BLDR-000171-2026,Permit,BSD-Yard Final (Residential),5720 KESTREL LOOP COLUMBIA MO 65202,"Price, Bud",11:00 AM,11:00 AM,,Re-inspection required,0,2026-04-27
BLDG-195658-2026,BLDR-001182-2026,Permit,BSD-Framing and Rough In's,4105 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
FGAS-195659-2026,BLDR-001182-2026,Permit,BSD-Fuel Gas Tag,4105 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
FGAS-195660-2026,BLDR-001182-2026,Permit,BSD-Fuel Gas Pressure,4105 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
FGAS-195662-2026,BLDR-001183-2026,Permit,BSD-Fuel Gas Pressure,4101 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
FGAS-195663-2026,BLDR-001183-2026,Permit,BSD-Fuel Gas Tag,4101 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
BLDG-195661-2026,BLDR-001183-2026,Permit,BSD-Framing and Rough In's,4101 UMBRIA CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-04-27
BLDG-195678-2026,BLDR-002524-2026,Permit,BSD-Framing and Rough In's,5360 ATHENA DR COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-04-27
