View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-200436-2026,BL016578,Business License,BSD-Business License,2900 FORUM BLVD COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-24
FIRENEWBI-200339-2026,BL020914,Business License,Fire - NEW Business Inspection,409 VANDIVER DR STE 6104 COLUMBIA MO 65202,"Wright, Colin",12:00 AM,12:00 AM,,Fire - Passed Inspection,0,2026-06-24
BLBI-200349-2026,BL026260,Business License,BSD-Business License,4312 GLEN EAGLE DR COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Construction Permit (Pass),0,2026-06-24
BLBI-200325-2026,BL026351,Business License,BSD-Business License,111 E WALNUT ST STE A COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-24
PLMB-200401-2026,BLDC-000884-2026,Permit,BSD-Plumbing Groundwork,3401 BUTTONWOOD DR COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-24
BLDG-200456-2026,BLDC-001619-2026,Permit,BSD-Footing,1110 PEBBLES PKWY COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-24
BLDG-200438-2026,BLDC-001620-2024,Permit,BSD-Footing,306 PARK AVE COL MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-24
ELEC-200414-2026,BLDC-001621-2024,Permit,BSD-Electrical Tag,312 PARK AVE COL MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-24
BLDG-200413-2026,BLDC-001630-2024,Permit,BSD-Insulation,508 PARK AVE COL MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-24
BLDG-200387-2026,BLDC-001869-2026,Permit,BSD-Footing,3900 MOJAVE CT COL MO 65202,"Tiffany, Andy",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-24
BLDG-200366-2026,BLDC-002126-2026,Permit,BSD-Framing and Rough In's,201 N STADIUM BLVD STE 105 COLUMBIA MO 65203,"Lichty, Curtis",01:00 AM,01:00 AM,,Partial Pass Permit Inspection,0,2026-06-24
BLDG-200407-2026,BLDC-003104-2026,Permit,BSD-Framing and Rough In's,1104 N PROVIDENCE RD COL MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-24
BLDG-200367-2026,BLDC-003596-2024,Permit,BSD-Final (Building and Trades),1304 BOWLING ST COLUMBIA MO 65201,"Brown, Daryl",08:00 AM,08:00 AM,,Re-inspection required,0,2026-06-24
BLDG-200399-2026,BLDC-003596-2024,Permit,BSD-Insulation,1304 BOWLING ST COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-24
LCRT-200421-2026,BLDC-003596-2024,Permit,Exterior Lighting Compliance Certification,1304 BOWLING ST COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-24
SITE-200345-2026,BLDC-003596-2024,Permit,BSD-Yard Final (Commercial),1304 BOWLING ST COLUMBIA MO 65201,"Nunley, Louis",08:00 AM,08:00 AM,,Re-inspection required,0,2026-06-24
FLT-200420-2026,BLDC-003596-2024,Permit,BSD-Lighting Controls Functional Testing,1304 BOWLING ST COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-24
PLMB-200369-2026,BLDC-004083-2026,Permit,BSD-Plumbing Groundwork,911 RAIN FOREST PKWY COL MO 65202,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-24
