View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
FGAS-206397-2026,BLDC-000884-2026,Permit,BSD-Fuel Gas Pressure,3401 BUTTONWOOD DR COLUMBIA MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-09-09
FGAS-206398-2026,BLDC-000884-2026,Permit,BSD-Fuel Gas Tag,3401 BUTTONWOOD DR COLUMBIA MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-09-09
PLMB-206385-2026,BLDC-000969-2026,Permit,BSD-Plumbing Sewer Tap,100 E WORLEY ST COLUMBIA MO 65203,"Brown, Daryl",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-09-09
PLMB-206384-2026,BLDC-000969-2026,Permit,BSD-Plumbing Sewer Lateral,100 E WORLEY ST COLUMBIA MO 65203,"Brown, Daryl",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-09-09
PLMB-206386-2026,BLDC-000970-2026,Permit,BSD-Plumbing Sewer Lateral,312 TRINITY PL COL MO 65203,"Brown, Daryl",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-09-09
FFNL-206457-2026,BLDC-002188-2026,Permit,Fire Final (Building),2703 E BROADWAY STE 220 COL MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-09-09
FFNL-206456-2026,BLDC-002188-2026,Permit,Fire Final (Building),2703 E BROADWAY STE 220 COL MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Partial Pass Permit Inspection,0,2026-09-09
FFNL-206367-2026,BLDC-002188-2026,Permit,Fire Final (Building),2703 E BROADWAY STE 220 COL MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Re-inspection required,0,2026-09-09
FIRE-PIPE-206434-2026,BLDC-002188-2026,Permit,Fire - Sprinkler System Piping Inspection,2703 E BROADWAY STE 220 COL MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-09-09
FIRE-PIPE-206433-2026,BLDC-002188-2026,Permit,Fire - Sprinkler System Piping Inspection,2703 E BROADWAY STE 220 COL MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Re-inspection required,0,2026-09-09
