View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-199744-2026,BL026339,Business License,BSD-Business License,705 VANDIVER DR STE D COLUMBIA MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-16
PLMB-199714-2026,BLDC-000884-2026,Permit,BSD-Plumbing Groundwork,3401 BUTTONWOOD DR COLUMBIA MO 65201,"Tiffany, Andy",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-06-16
FFNL-199731-2026,BLDC-003365-2026,Permit,Fire Final (Building),1400 FORUM BLVD   COLUMBIA MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
FIRE-PIPE-199732-2026,BLDC-003365-2026,Permit,Fire - Sprinkler System Piping Inspection,1400 FORUM BLVD   COLUMBIA MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
ACI-199735-2026,BLDC-005033-2025,Permit,BSD-Above Ceiling Inspection,1300 FELLOWS PL COLUMBIA MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Partial Pass Permit Inspection,0,2026-06-16
FFNL-199840-2026,BLDC-005464-2024,Permit,Fire Final (Building),1300 WOODRAIL AVE COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
FIRE-PIPE-199837-2026,BLDC-005464-2024,Permit,Fire - Sprinkler System Piping Inspection,1300 WOODRAIL AVE COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
FIRE-SFA-199838-2026,BLDC-005464-2024,Permit,Fire - Sprinkler Flow and Alarm Testing,1300 WOODRAIL AVE COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-16
FIRE-PIPE-199836-2026,BLDC-005464-2024,Permit,Fire - Sprinkler System Piping Inspection,1300 WOODRAIL AVE COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
FIRE-FA-199839-2026,BLDC-005464-2024,Permit,Fire - Alarm Acceptance Testing,1300 WOODRAIL AVE COL MO 65203,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-06-16
BLDG-199720-2026,BLDC-005662-2025,Permit,BSD-Footing,401 SCOTT BLVD COLUMBIA MO 65203,"Hombs, Josh",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-06-16
SITE-199763-2026,BLDR-001814-2026,Permit,BSD-Driveway (Residential),3120 POMPEY DR COLUMBIA MO 65202,"Nunley, Louis",10:32 AM,10:32 AM,,Passed Permit Inspection,0,2026-06-16
FGAS-199772-2026,BLDR-002098-2026,Permit,BSD-Fuel Gas Tag,2404 DARLINGTON DR COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
BLDG-199774-2026,BLDR-002098-2026,Permit,BSD-Framing and Rough In's,2404 DARLINGTON DR COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199773-2026,BLDR-002098-2026,Permit,BSD-Electrical Tag,2404 DARLINGTON DR COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
FGAS-199775-2026,BLDR-002098-2026,Permit,BSD-Fuel Gas Pressure,2404 DARLINGTON DR COLUMBIA MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
BLDG-199787-2026,BLDR-003090-2026,Permit,BSD-Insulation,2813 EMERY DR COL MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199680-2026,BLDR-003430-2026,Permit,BSD-Electrical Tag,4305 LANGHAM DR COL MO 65202,"Hazlett, Harlan",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-16
BLDG-199764-2026,BLDR-004064-2026,Permit,BSD-Framing and Rough In's,1608 SYLVAN LN APT A COLUMBIA MO 65202,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
BLDG-199814-2026,BLDR-004064-2026,Permit,BSD-Insulation,1608 SYLVAN LN APT A COLUMBIA MO 65202,"Hombs, Josh",01:48 PM,01:48 PM,,Passed Permit Inspection,0,2026-06-16
SITE-199691-2026,BLDR-005245-2025,Permit,BSD-Sidewalk (Residential),2816 EASLEY CABIN CIR COLUMBIA MO 65201,"Nunley, Louis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-16
199726-2026,BSDE-007422-2026,Professional License,BSD-Professional License,13001 ALFREDO APODACA EL PASO TX 79938,"Lichty, Curtis",08:18 AM,08:18 AM,,Passed Professional License,0,2026-06-16
ELEC-199757-2026,ELEC-000412-2025,Permit,BSD-Electrical Rough In,208 W FOREST AVE COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199758-2026,ELEC-000412-2025,Permit,BSD-Electrical Final,208 W FOREST AVE COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199759-2026,ELEC-000412-2025,Permit,BSD-Electrical Tag,208 W FOREST AVE COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199670-2026,ELEC-004355-2026,Permit,BSD-Electrical Final,1309 WESTVIEW TER COL MO 65203,"Lichty, Curtis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-16
ELEC-199671-2026,ELEC-004356-2026,Permit,BSD-Electrical Final,3405 RIDGEVIEW DR COL MO 65203,"Lichty, Curtis",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-16
ELEC-199811-2026,ELEC-004418-2026,Permit,BSD-Electrical Tag,2601 SUMMIT RD COL MO 65203,"Lichty, Curtis",01:43 PM,01:43 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199740-2026,ELEC-004418-2026,Permit,BSD-Electrical Tag,2601 SUMMIT RD COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-16
ELEC-199688-2026,ELEC-004534-2026,Permit,BSD-Electrical Tag,211 BOURN AVE COL MO 65203,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-16
ELEC-199730-2026,ELEC-004540-2026,Permit,BSD-Electrical Tag,1008 ROYAL BIRKDALE DR COL MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Scheduled (permit),0,2026-06-16
ELEC-199729-2026,ELEC-004540-2026,Permit,BSD-Electrical Rough In,1008 ROYAL BIRKDALE DR COL MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Scheduled (permit),0,2026-06-16
ELEC-199728-2026,ELEC-004540-2026,Permit,BSD-Electrical Final,1008 ROYAL BIRKDALE DR COL MO 65203,"Hazlett, Harlan",01:00 PM,01:00 PM,,Scheduled (permit),0,2026-06-16
MECH-199652-2026,MECH-003512-2026,Permit,BSD-Mechanical Final,5611 THORNBROOK PKWY COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-06-16
MECH-199594-2026,MECH-003939-2026,Permit,BSD-Mechanical Final,1025 AZOROS DR COL MO 65203,"Hazlett, Harlan",12:00 PM,12:00 PM,,Re-inspection required (with fee),0,2026-06-16
MECH-199590-2026,MECH-004230-2026,Permit,BSD-Mechanical Final,2504 BELLINGHAM DR COL MO 65203,"Tiffany, Andy",12:00 PM,12:00 PM,,Passed Permit Inspection,0,2026-06-16
MECH-199747-2026,MECH-004303-2026,Permit,BSD-Mechanical Final (W&L),5105 WHITEFISH DR COL MO 65203,"Figueroa, Eric",01:00 PM,01:00 PM,,Scheduled (permit),0,2026-06-16
MECH-199684-2026,MECH-004450-2026,Permit,BSD-Mechanical Final,900 BERNADETTE DR COL MO 65203,"Hombs, Josh",12:00 PM,12:00 PM,,Passed Permit Inspection,0,2026-06-16
ONSHNI-186088-2025,OHN-054580-2025,Code Case,ONS - Health Nuisance Inspection,421 SUGARBERRY DR   COLUMBIA MO 65201,"Perkins, Marsha",01:13 PM,01:13 PM,,Scheduled,0,2026-06-16
ONSHNI-192425-2026,OHN-056466-2026,Code Case,ONS - Health Nuisance Inspection,1501 TUPELO PL COLUMBIA MO 65201,"Perkins, Marsha",10:50 AM,10:50 AM,,In Violation,0,2026-06-16
ONSHNI-193734-2026,OHN-056883-2026,Code Case,ONS - Health Nuisance Inspection,3606 SOUTHLAND DR COLUMBIA MO 65201,"Perkins, Marsha",11:03 AM,11:03 AM,,Passed Code Inspection,0,2026-06-16
ONSHNI-198124-2026,OHN-057835-2026,Code Case,ONS - Health Nuisance Inspection,1012 WILKES BLVD IRR COLUMBIA MO 65201,"Perkins, Marsha",02:53 PM,02:53 PM,,Passed Code Inspection,0,2026-06-16
ONSHNI-198987-2026,OHN-057954-2026,Code Case,ONS - Health Nuisance Inspection,5310 I-70 DRIVE SOUTHEAST   COLUMBIA MO 65201,"Perkins, Marsha",12:23 PM,12:23 PM,,Passed Code Inspection,0,2026-06-16
ONSHNI-197025-2026,OHN-058001-2026,Code Case,ONS - Health Nuisance Inspection,421 SUGARBERRY DR   COLUMBIA MO 65201,"Perkins, Marsha",12:49 PM,12:49 PM,,Scheduled,0,2026-06-16
ONSHNI-198782-2026,OHN-058428-2026,Code Case,ONS - Health Nuisance Inspection,409 LOCH LN COLUMBIA MO 65203,"Frank, Lisa",02:20 PM,02:20 PM,,Scheduled,0,2026-06-16
ONSHNI-198769-2026,OHN-058537-2026,Code Case,ONS - Health Nuisance Inspection,3 E EL CORTEZ DR COLUMBIA MO 65203,"Frank, Lisa",12:44 PM,12:44 PM,,Scheduled,0,2026-06-16
ONSHNI-199227-2026,OHN-058633-2026,Code Case,ONS - Health Nuisance Inspection,3504 WOODLAND DR COLUMBIA MO 65202,"McClintic, Jason",07:59 AM,07:59 AM,,In Violation,0,2026-06-16
1STINSP-199808-2026,OHN-059058-2026,Code Case,ONS - Initial Inspection,1409 HICKAM DR COLUMBIA MO 65202,"McClintic, Jason",01:35 PM,01:35 PM,,In Violation,0,2026-06-16
1STINSP-199785-2026,OHN-059072-2026,Code Case,ONS - Initial Inspection,1904 JACKSON ST COLUMBIA MO 65202,"McClintic, Jason",11:35 AM,11:35 AM,,In Violation,0,2026-06-16
ILRINSP-199776-2026,OILER-059047-2026,Code Case,ONS - Possible Illegal Rental ,118 ANDERSON AVE COLUMBIA MO 65203,"Millard, Rachelle",06:00 AM,06:00 AM,,In Violation,0,2026-06-16
ONSINSPECT-196841-2026,OLM-057928-2026,Code Case,ONS - Inspection,5405 VOLUNTEER DR COLUMBIA MO 65201,"Perkins, Marsha",12:48 PM,12:48 PM,,Scheduled,0,2026-06-16
ONSINSPECT-197021-2026,OLM-057999-2026,Code Case,ONS - Inspection,414 SUGARBERRY DR   COLUMBIA MO 65201,"Perkins, Marsha",12:43 PM,12:43 PM,,Passed Code Inspection,0,2026-06-16
ONSINSPECT-197511-2026,OLM-058186-2026,Code Case,ONS - Inspection,4413 RICE RD COLUMBIA MO 65202,"Perkins, Marsha",03:24 PM,03:24 PM,,Passed Code Inspection,0,2026-06-16
ONSINSPECT-199261-2026,OLM-058447-2026,Code Case,ONS - Inspection,516 S WILLIAM ST   COLUMBIA MO 65201,"Perkins, Marsha",11:07 AM,11:07 AM,,Scheduled,0,2026-06-16
ONSINSPECT-198316-2026,OLM-058477-2026,Code Case,ONS - Inspection,,"Perkins, Marsha",08:47 AM,08:47 AM,,Scheduled,0,2026-06-16
1STINSP-199243-2026,OLM-058498-2026,Code Case,ONS - Initial Inspection,1600 E BUSINESS LOOP 70   COLUMBIA MO 65201,"Perkins, Marsha",09:20 AM,09:20 AM,,Scheduled,0,2026-06-16
ONSINSPECT-198500-2026,OLM-058551-2026,Code Case,ONS - Inspection,408 CEDAR LN COLUMBIA MO 65201,"Perkins, Marsha",11:56 AM,11:56 AM,,Passed Code Inspection,0,2026-06-16
ONSINSPECT-198915-2026,OLM-058720-2026,Code Case,ONS - Inspection,,"Perkins, Marsha",01:26 PM,01:26 PM,,In Violation,0,2026-06-16
ONSINSPECT-199091-2026,OLM-058807-2026,Code Case,ONS - Inspection,505 LAUREL DR COLUMBIA MO 65203,"Frank, Lisa",02:37 PM,02:37 PM,,Scheduled,0,2026-06-16
OWEED-199232-2026,OLM-058848-2026,Code Case,ONS - Weed Inspection,304 HIRTH AVE COLUMBIA MO 65203,"Frank, Lisa",08:23 AM,08:23 AM,,Scheduled,0,2026-06-16
ONSINSPECT-199702-2026,OLM-058850-2026,Code Case,ONS - Inspection,1514 ROSEMARY LN COLUMBIA MO 65201,"Perkins, Marsha",02:24 PM,02:24 PM,,In Violation,0,2026-06-16
ONSINSPECT-199242-2026,OLM-058861-2026,Code Case,ONS - Inspection,704 MEDFORD DR COLUMBIA MO 65203,"Frank, Lisa",09:07 AM,09:07 AM,,Scheduled,0,2026-06-16
ONSINSPECT-199289-2026,OLM-058884-2026,Code Case,ONS - Inspection,1103 PANNELL ST COLUMBIA MO 65201,"Perkins, Marsha",02:36 PM,02:36 PM,,In Violation,0,2026-06-16
1STINSP-199791-2026,OLM-059018-2026,Code Case,ONS - Initial Inspection,1400 HINKSON AVE COLUMBIA MO 65201,"Fuelling, Quentin",12:46 PM,12:46 PM,,In Violation,0,2026-06-16
1STINSP-199793-2026,OLM-059032-2026,Code Case,ONS - Initial Inspection,,"Fuelling, Quentin",01:03 PM,01:03 PM,,In Violation,0,2026-06-16
